crop,soil_type,nitrogen,phosphorus,potassium,fertilizer
Maize,Red,73.9,131.4,29.3,MOP
Onion,Black,81.5,95.2,114.2,MOP
Chickpea,Clay,84.0,133.4,48.7,Organic Compost
Mustard,Clay,72.3,21.8,7.0,NPK 10-26-26
Mustard,Laterite,89.5,79.9,99.8,Urea
Wheat,Loamy,109.4,98.3,104.4,Organic Compost
Onion,Alluvial,90.2,44.7,2.0,MOP
Millets,Clay,20.6,30.1,131.1,Urea
Groundnut,Clay,126.3,96.4,8.6,MOP
Mustard,Sandy,38.8,88.2,19.1,MOP
Tomato,Laterite,73.0,133.3,61.3,Organic Compost
Banana,Clay,12.4,127.8,127.5,Urea
Onion,Black,31.4,4.3,29.1,NPK 20-20-20
Mustard,Black,22.4,133.1,69.1,Urea
Rice,Loamy,12.4,109.3,48.8,Urea
Maize,Sandy,44.3,66.2,88.9,Urea
Millets,Red,63.2,24.5,60.3,DAP
Onion,Loamy,131.2,107.1,53.5,MOP
Potato,Clay,3.9,16.3,30.5,NPK 20-20-20
Mustard,Black,47.7,136.2,66.2,Urea
Groundnut,Black,71.9,10.2,11.3,NPK 10-26-26
Millets,Loamy,87.4,119.0,95.4,Organic Compost
Groundnut,Laterite,94.4,18.9,67.6,DAP
Onion,Alluvial,54.8,86.9,54.9,Urea
Chickpea,Desert,126.2,52.3,102.3,Organic Compost
Soybean,Red,113.1,129.9,106.5,Organic Compost
Soybean,Loamy,127.9,122.7,106.7,Organic Compost
Groundnut,Clay,71.7,77.3,58.5,Organic Compost
Onion,Black,103.6,70.7,49.4,MOP
Cotton,Laterite,89.6,51.8,4.6,MOP
Sugarcane,Clay,32.8,40.1,98.7,Urea
Soybean,Alluvial,16.5,43.6,10.8,Urea
Millets,Clay,28.7,82.2,50.2,Urea
Rice,Loamy,117.5,55.0,39.0,MOP
Potato,Loamy,5.9,63.3,30.5,Urea
Onion,Sandy,114.3,20.7,78.9,DAP
Mustard,Red,102.3,22.7,130.5,DAP
Cotton,Laterite,93.9,29.7,110.8,DAP
Millets,Loamy,21.8,36.2,132.0,Urea
Groundnut,Alluvial,20.4,14.8,73.1,Urea
Cotton,Red,20.3,5.3,3.4,NPK 20-20-20
Rice,Red,2.1,42.6,79.1,Urea
Onion,Red,138.4,38.6,0.0,NPK 20-20-20
Rice,Alluvial,136.5,79.8,111.9,Organic Compost
Tomato,Clay,57.1,122.6,60.7,Urea
Cotton,Loamy,128.2,109.8,56.3,Organic Compost
Chickpea,Laterite,95.8,46.6,27.3,MOP
Mustard,Desert,138.6,36.9,23.2,NPK 10-26-26
Wheat,Clay,73.9,77.9,6.3,MOP
Tomato,Desert,80.7,30.7,29.0,NPK 10-26-26
Chickpea,Alluvial,7.0,100.8,36.9,Urea
Onion,Loamy,44.8,67.0,121.1,Urea
Tomato,Clay,37.0,26.2,10.2,NPK 20-20-20
Groundnut,Laterite,107.9,18.6,84.5,Urea
Sugarcane,Desert,7.8,52.8,78.6,Urea
Potato,Red,20.7,10.5,52.7,NPK 20-20-20
Tomato,Laterite,47.9,55.6,72.6,DAP
Groundnut,Red,37.0,33.1,110.4,Urea
Maize,Black,119.3,53.6,25.8,MOP
Chickpea,Sandy,132.3,122.9,97.2,Organic Compost
Wheat,Laterite,16.6,76.9,128.3,NPK 20-20-20
Banana,Alluvial,21.2,119.8,75.2,Urea
Chickpea,Desert,20.6,15.8,92.6,Urea
Groundnut,Sandy,117.7,118.3,4.5,MOP
Tomato,Desert,49.0,57.4,104.4,Urea
Onion,Loamy,66.3,110.5,65.2,Organic Compost
Millets,Laterite,131.1,139.6,46.2,Organic Compost
Tomato,Loamy,33.3,0.4,95.7,DAP
Tomato,Laterite,77.3,4.3,58.3,NPK 10-26-26
Sugarcane,Black,87.4,22.2,120.8,DAP
Rice,Laterite,101.3,122.9,72.4,Organic Compost
Mustard,Laterite,74.7,73.1,84.9,Organic Compost
Rice,Alluvial,63.6,83.4,92.5,Urea
Chickpea,Alluvial,55.3,107.2,111.5,Urea
Chickpea,Loamy,95.0,108.4,1.5,MOP
Sugarcane,Clay,107.3,20.1,109.0,DAP
Cotton,Desert,138.6,66.7,97.9,Organic Compost
Mustard,Alluvial,72.5,15.1,137.1,DAP
Mustard,Loamy,35.8,68.9,133.1,Urea
Millets,Laterite,45.6,40.9,4.6,MOP
Potato,Sandy,31.4,53.8,131.7,Urea
Groundnut,Laterite,137.2,64.7,48.9,Organic Compost
Groundnut,Alluvial,37.5,31.1,134.5,Urea
Banana,Sandy,103.6,95.6,12.8,MOP
Onion,Red,18.5,137.6,3.9,DAP
Groundnut,Red,118.2,136.9,16.6,MOP
Banana,Sandy,90.4,32.7,46.1,DAP
Banana,Alluvial,106.2,38.6,116.0,DAP
Groundnut,Sandy,107.4,10.5,36.4,NPK 10-26-26
Banana,Clay,118.9,53.5,111.1,Organic Compost
Groundnut,Alluvial,34.5,126.4,76.2,Urea
Cotton,Sandy,1.4,16.6,13.9,NPK 20-20-20
Onion,Laterite,39.3,110.0,117.5,Urea
Chickpea,Black,70.4,6.8,33.6,NPK 10-26-26
Soybean,Laterite,96.7,117.5,8.3,MOP
Banana,Alluvial,137.4,89.3,6.1,MOP
Cotton,Red,111.8,31.6,115.7,DAP
Rice,Desert,37.9,95.9,112.0,Urea
Maize,Alluvial,77.2,94.8,114.4,Organic Compost
Groundnut,Clay,128.2,109.1,1.1,MOP
Potato,Desert,102.8,87.8,126.2,NPK 20-20-20
Onion,Black,118.8,108.9,67.9,Organic Compost
Tomato,Red,106.9,49.9,137.7,Organic Compost
Banana,Clay,136.5,93.5,123.1,Organic Compost
Soybean,Clay,37.4,118.6,70.3,Urea
Chickpea,Clay,1.3,6.4,86.3,Urea
Chickpea,Desert,26.7,56.9,107.6,Urea
Groundnut,Black,98.3,58.2,84.2,Organic Compost
Chickpea,Red,18.9,8.5,101.7,Urea
Maize,Red,136.7,99.1,40.4,MOP
Tomato,Alluvial,94.6,73.3,73.8,Organic Compost
Tomato,Alluvial,88.8,104.7,113.9,Organic Compost
Cotton,Loamy,42.4,42.7,112.8,Urea
Banana,Red,15.6,40.4,106.4,Urea
Millets,Sandy,2.3,70.3,4.4,Urea
Chickpea,Red,18.8,99.7,87.0,Urea
Tomato,Laterite,128.1,77.4,124.4,Organic Compost
Soybean,Loamy,133.6,17.4,36.8,NPK 10-26-26
Potato,Black,38.1,139.6,14.3,MOP
Soybean,Red,110.1,61.9,6.2,MOP
Mustard,Black,33.2,47.7,71.8,Urea
Mustard,Black,129.1,43.1,129.4,Organic Compost
Mustard,Black,135.7,45.5,128.2,Organic Compost
Onion,Sandy,77.3,17.2,103.2,DAP
Groundnut,Sandy,81.4,18.9,28.0,NPK 10-26-26
Groundnut,Alluvial,108.2,74.1,92.3,Organic Compost
Millets,Sandy,12.1,77.7,36.8,Urea
Sugarcane,Desert,80.2,58.8,104.0,Organic Compost
Sugarcane,Alluvial,6.2,92.6,18.1,Urea
Soybean,Desert,14.4,18.0,61.5,Urea
Tomato,Clay,38.7,56.1,99.1,Urea
Banana,Red,88.4,87.4,42.4,MOP
Cotton,Red,37.5,44.6,80.1,Urea
Tomato,Alluvial,62.5,123.0,108.1,Organic Compost
Sugarcane,Loamy,138.2,91.5,96.0,Organic Compost
Cotton,Red,41.2,117.9,127.5,Urea
Wheat,Black,122.4,123.0,64.2,Organic Compost
Tomato,Red,38.7,35.4,28.8,NPK 20-20-20
Millets,Clay,79.9,132.1,70.7,Organic Compost
Wheat,Loamy,110.9,85.1,123.3,Organic Compost
Banana,Loamy,129.5,70.3,127.1,Organic Compost
Maize,Alluvial,107.2,88.8,61.6,Organic Compost
Cotton,Clay,1.8,97.0,8.8,Urea
Chickpea,Loamy,33.9,137.2,15.9,MOP
Maize,Alluvial,27.3,130.9,28.2,Urea
Potato,Desert,106.9,44.8,117.5,Organic Compost
Mustard,Sandy,91.3,51.0,49.6,Organic Compost
Groundnut,Laterite,96.5,23.2,0.7,NPK 10-26-26
Maize,Desert,78.7,72.9,19.2,MOP
Wheat,Red,83.2,41.0,99.8,Organic Compost
Rice,Sandy,3.0,44.8,45.5,Urea
Soybean,Loamy,23.0,37.8,116.5,Urea
Millets,Clay,75.6,7.4,113.1,DAP
Groundnut,Laterite,42.4,62.1,102.9,Urea
Groundnut,Loamy,4.8,108.1,29.5,Urea
Chickpea,Red,64.0,50.4,72.3,Organic Compost
Groundnut,Red,27.4,48.3,113.6,Urea
Soybean,Red,120.6,93.3,4.3,MOP
Mustard,Black,51.2,39.6,45.0,NPK 20-20-20
Mustard,Sandy,33.3,90.6,66.1,Urea
Rice,Black,41.4,18.1,27.9,NPK 20-20-20
Millets,Loamy,9.3,119.7,122.8,Urea
Chickpea,Red,84.0,118.4,38.8,MOP
Onion,Sandy,1.3,122.5,41.2,Urea
Wheat,Sandy,122.8,53.8,25.1,MOP
Sugarcane,Alluvial,36.5,94.2,134.3,Urea
Maize,Sandy,43.8,111.5,38.5,Urea
Wheat,Black,123.8,50.3,130.8,Organic Compost
Groundnut,Desert,27.3,74.3,43.4,NPK 20-20-20
Millets,Laterite,24.1,134.2,113.2,Urea
Soybean,Laterite,36.3,45.4,28.6,Urea
Maize,Clay,26.2,0.6,17.6,NPK 20-20-20
Chickpea,Alluvial,56.5,15.6,15.1,NPK 20-20-20
Potato,Desert,27.2,32.1,41.5,NPK 20-20-20
Mustard,Loamy,79.9,76.5,131.2,Organic Compost
Maize,Loamy,68.3,16.0,125.0,DAP
Soybean,Desert,131.7,71.8,119.4,Organic Compost
Millets,Sandy,92.0,133.4,107.0,Organic Compost
Soybean,Black,116.4,54.6,87.4,Organic Compost
Sugarcane,Alluvial,23.2,97.6,34.6,Urea
Chickpea,Red,86.8,16.4,48.3,DAP
Wheat,Laterite,125.2,69.0,25.0,MOP
Groundnut,Sandy,135.3,36.7,115.1,DAP
Cotton,Loamy,25.6,88.7,15.8,Urea
Mustard,Sandy,59.9,91.8,67.0,Urea
Sugarcane,Desert,18.3,108.3,59.3,Urea
Tomato,Sandy,59.2,114.4,129.7,Urea
Sugarcane,Sandy,11.0,62.0,27.0,Urea
Tomato,Sandy,136.9,27.2,7.4,NPK 10-26-26
Maize,Desert,3.4,76.7,135.7,Urea
Maize,Sandy,33.2,78.1,45.2,Urea
Soybean,Laterite,130.0,93.8,95.6,Organic Compost
Groundnut,Red,44.0,70.6,26.9,MOP
Cotton,Loamy,18.3,32.3,74.9,Urea
Soybean,Red,110.8,2.2,139.6,DAP
Sugarcane,Laterite,91.1,66.5,57.1,Organic Compost
Groundnut,Sandy,120.6,70.3,117.1,Organic Compost
Millets,Red,63.0,45.5,128.6,Organic Compost
Chickpea,Black,88.9,52.7,106.0,Organic Compost
Banana,Laterite,4.0,114.5,98.6,Urea
Mustard,Laterite,63.3,42.0,121.4,Organic Compost
Maize,Sandy,36.5,17.8,36.4,NPK 20-20-20
Soybean,Clay,128.0,56.7,33.7,NPK 20-20-20
Soybean,Laterite,5.6,0.6,84.7,Urea
Chickpea,Loamy,80.3,101.3,53.6,Organic Compost
Millets,Red,13.7,43.4,1.1,Urea
Groundnut,Sandy,109.9,32.5,14.8,NPK 10-26-26
Banana,Desert,43.7,60.1,10.6,MOP
Rice,Laterite,12.2,66.2,99.9,Urea
Wheat,Desert,122.0,72.1,131.7,Organic Compost
Tomato,Red,108.0,70.8,75.5,Organic Compost
Chickpea,Clay,128.6,44.7,89.9,Organic Compost
Groundnut,Desert,62.6,26.6,28.4,NPK 10-26-26
Rice,Alluvial,42.2,14.4,122.0,Urea
Rice,Red,106.1,42.2,100.1,Organic Compost
Mustard,Red,66.9,45.1,59.2,Organic Compost
Millets,Red,65.0,69.5,3.4,MOP
Mustard,Loamy,0.4,98.6,126.8,Urea
Groundnut,Red,63.0,91.1,95.3,Organic Compost
Wheat,Laterite,34.9,50.7,129.1,Urea
Onion,Clay,101.4,135.2,70.2,Organic Compost
Onion,Desert,118.0,131.5,73.6,Organic Compost
Maize,Loamy,108.7,106.9,106.2,Organic Compost
Groundnut,Clay,122.7,89.1,63.7,Organic Compost
Wheat,Clay,65.7,81.2,96.0,Organic Compost
Banana,Red,41.0,124.2,131.2,Urea
Mustard,Desert,65.9,23.4,102.6,DAP
Millets,Alluvial,131.7,72.5,37.3,MOP
Mustard,Loamy,89.4,48.8,54.2,Organic Compost
Millets,Sandy,129.0,54.9,122.5,Organic Compost
Groundnut,Red,3.8,84.6,126.5,Urea
Mustard,Black,94.7,113.4,12.1,MOP
Soybean,Black,135.1,95.5,66.6,Organic Compost
Soybean,Loamy,127.6,33.4,3.8,NPK 10-26-26
Rice,Black,117.0,74.6,40.4,MOP
Banana,Loamy,70.4,25.3,139.3,DAP
Soybean,Clay,106.4,70.4,1.4,MOP
Potato,Alluvial,134.6,34.9,51.4,NPK 10-26-26
Groundnut,Loamy,91.7,109.7,106.1,Organic Compost
Chickpea,Laterite,74.8,122.4,39.5,MOP
Maize,Alluvial,103.4,96.3,38.7,MOP
Onion,Alluvial,68.3,27.1,111.1,DAP
Groundnut,Clay,119.2,138.7,103.7,Organic Compost
Onion,Clay,78.9,60.6,4.6,MOP
Maize,Desert,97.0,56.6,86.4,Organic Compost
Mustard,Clay,68.8,50.6,55.6,Organic Compost
Groundnut,Black,120.8,27.3,137.3,DAP
Groundnut,Sandy,102.1,108.2,110.5,MOP
Sugarcane,Clay,97.8,95.7,41.6,MOP
Sugarcane,Clay,48.0,55.8,104.2,DAP
Wheat,Desert,96.9,82.1,33.2,MOP
Millets,Clay,70.2,40.9,53.3,Organic Compost
Soybean,Red,99.7,47.9,115.0,Organic Compost
Millets,Sandy,132.7,62.4,23.8,MOP
Maize,Laterite,109.6,120.4,99.8,Organic Compost
Maize,Red,33.5,40.8,93.9,Urea
Millets,Alluvial,136.9,44.0,31.1,MOP
Cotton,Black,5.0,42.8,47.3,Urea
Maize,Laterite,103.1,103.0,110.5,Organic Compost
Rice,Laterite,14.6,5.4,26.2,NPK 20-20-20
Mustard,Loamy,19.6,18.6,124.8,Urea
Wheat,Black,125.5,100.9,66.9,Organic Compost
Wheat,Sandy,47.4,140.0,109.8,Urea
Groundnut,Sandy,139.5,1.5,3.2,NPK 10-26-26
Soybean,Black,95.9,70.5,44.6,MOP
Mustard,Clay,23.9,22.2,61.9,Urea
Rice,Sandy,138.9,104.7,84.5,Organic Compost
Millets,Desert,123.2,114.9,32.2,MOP
Mustard,Black,36.2,11.4,124.4,DAP
Cotton,Black,124.3,134.1,31.0,MOP
Rice,Clay,135.8,91.0,62.0,Organic Compost
Chickpea,Clay,15.8,60.9,120.0,Urea
Maize,Black,105.7,93.4,37.1,MOP
Cotton,Red,139.1,25.7,116.1,DAP
Tomato,Desert,137.5,134.6,119.6,Organic Compost
Banana,Red,44.7,91.4,47.9,Urea
Soybean,Alluvial,107.9,15.6,47.2,DAP
Mustard,Loamy,125.0,92.2,110.5,Organic Compost
Maize,Black,104.1,21.5,116.8,DAP
Rice,Red,106.5,61.2,41.9,MOP
Mustard,Sandy,138.3,42.0,98.8,Organic Compost
Millets,Red,88.5,106.6,100.4,Organic Compost
Wheat,Alluvial,75.7,40.7,114.4,Organic Compost
Tomato,Black,108.1,49.6,95.5,Organic Compost
Onion,Laterite,74.6,136.5,104.5,Organic Compost
Wheat,Clay,72.2,110.2,83.8,Organic Compost
Maize,Clay,0.3,124.3,114.6,Urea
Wheat,Alluvial,61.3,23.7,52.4,DAP
Sugarcane,Loamy,61.2,135.2,38.9,Urea
Maize,Sandy,38.7,101.3,99.2,Urea
Onion,Sandy,114.4,139.3,7.7,MOP
Groundnut,Clay,0.0,76.3,92.4,Urea
Cotton,Laterite,110.5,9.3,18.9,NPK 10-26-26
Millets,Clay,82.7,58.3,14.8,MOP
Rice,Black,127.8,108.6,11.3,MOP
Banana,Desert,123.1,85.9,24.1,MOP
Soybean,Sandy,82.4,37.2,126.0,DAP
Banana,Red,35.7,39.3,64.6,Urea
Onion,Loamy,26.9,37.9,16.8,NPK 20-20-20
Tomato,Laterite,56.5,101.5,67.7,Urea
Tomato,Alluvial,61.1,12.6,64.7,DAP
Rice,Clay,77.0,53.1,37.0,MOP
Chickpea,Black,5.9,17.6,139.7,Urea
Chickpea,Red,0.5,107.4,42.1,Urea
Groundnut,Loamy,50.6,91.5,101.6,Urea
Soybean,Sandy,3.1,123.4,26.1,Urea
Rice,Desert,32.1,67.9,33.0,Urea
Wheat,Sandy,110.4,84.3,35.6,MOP
Soybean,Desert,16.8,93.8,88.3,Urea
Millets,Laterite,3.9,41.3,11.2,Urea
Rice,Laterite,49.6,55.0,37.5,Urea
Banana,Alluvial,116.3,58.9,55.6,Organic Compost
Mustard,Black,43.5,48.0,60.2,Urea
Millets,Sandy,130.3,10.4,33.7,NPK 10-26-26
Cotton,Sandy,133.6,99.2,128.8,Organic Compost
Sugarcane,Red,78.4,71.3,96.5,Organic Compost
Potato,Loamy,62.9,94.6,21.9,MOP
Potato,Loamy,74.9,71.5,105.0,Organic Compost
Chickpea,Loamy,49.1,2.3,15.9,NPK 20-20-20
Cotton,Red,111.7,34.7,121.8,DAP
Onion,Loamy,65.4,99.8,49.9,MOP
Mustard,Sandy,97.6,128.5,88.0,Organic Compost
Sugarcane,Laterite,106.4,117.0,57.8,Organic Compost
Rice,Desert,24.4,7.9,102.4,Urea
Rice,Black,129.0,117.5,80.7,Organic Compost
Wheat,Sandy,31.2,133.6,62.0,Urea
Banana,Black,95.8,138.3,62.3,Organic Compost
Maize,Black,118.4,16.1,81.5,DAP
Cotton,Clay,131.7,136.4,65.4,Organic Compost
Rice,Black,16.3,11.8,96.5,Urea
Mustard,Alluvial,80.1,101.7,21.7,MOP
Tomato,Laterite,58.3,106.3,116.4,Urea
Sugarcane,Red,41.3,66.6,131.7,Urea
Potato,Alluvial,5.9,48.3,92.2,Urea
Mustard,Red,121.7,114.9,86.5,Organic Compost
Potato,Black,86.1,91.9,55.2,MOP
Soybean,Laterite,0.0,64.6,116.3,Urea
Maize,Red,93.7,32.7,94.8,DAP
Millets,Red,67.4,86.6,3.6,MOP
Potato,Loamy,57.9,125.0,26.3,MOP
Maize,Sandy,121.5,74.4,52.7,Organic Compost
Onion,Desert,116.4,26.5,126.3,DAP
Tomato,Sandy,12.2,128.6,73.9,Urea
Onion,Black,41.0,22.8,4.9,NPK 20-20-20
Soybean,Sandy,93.3,102.7,83.4,Organic Compost
Groundnut,Loamy,93.4,104.0,45.4,Organic Compost
Groundnut,Laterite,119.2,93.3,57.9,Organic Compost
Mustard,Alluvial,116.0,124.8,128.3,Organic Compost
Banana,Loamy,75.4,86.2,108.3,Organic Compost
Maize,Black,139.4,63.3,18.2,MOP
Chickpea,Red,34.8,88.0,133.6,Urea
Soybean,Laterite,65.2,96.3,55.4,Organic Compost
Soybean,Red,137.9,44.3,81.9,Organic Compost
Tomato,Red,114.6,49.7,15.5,DAP
Onion,Alluvial,111.7,94.5,111.1,Organic Compost
Millets,Laterite,130.6,122.9,48.8,Organic Compost
Mustard,Clay,68.4,16.9,46.8,DAP
Banana,Sandy,108.5,127.7,28.4,MOP
Rice,Loamy,104.3,44.5,46.1,Organic Compost
Potato,Red,8.8,43.3,90.6,Urea
Mustard,Alluvial,2.3,82.9,98.0,Urea
Chickpea,Desert,32.0,67.4,128.2,Urea
Tomato,Loamy,130.6,47.4,22.0,MOP
Wheat,Clay,120.0,32.7,64.0,DAP
Groundnut,Black,118.8,58.6,120.9,Organic Compost
Rice,Red,100.3,103.7,43.6,MOP
Maize,Clay,94.9,103.5,43.8,MOP
Banana,Sandy,46.7,37.9,60.4,Urea
Banana,Black,122.4,35.7,117.5,DAP
Tomato,Sandy,78.6,92.6,136.4,Organic Compost
Maize,Black,11.1,72.7,112.4,Urea
Onion,Clay,60.6,131.8,53.6,MOP
Soybean,Loamy,138.6,88.5,48.5,Organic Compost
Onion,Laterite,43.2,67.0,122.1,Urea
Onion,Black,117.4,60.4,11.6,MOP
Chickpea,Alluvial,94.7,36.1,13.5,NPK 10-26-26
Cotton,Clay,88.0,68.1,102.6,Organic Compost
Cotton,Desert,24.9,3.0,50.7,DAP
Maize,Black,103.5,56.7,1.0,MOP
Chickpea,Sandy,126.3,21.6,120.0,DAP
Millets,Loamy,36.6,64.1,27.8,Urea
Mustard,Sandy,26.8,35.4,126.2,Urea
Banana,Loamy,134.2,29.0,87.8,DAP
Maize,Red,43.2,125.6,13.9,Urea
Wheat,Laterite,111.8,63.7,37.9,MOP
Millets,Laterite,101.8,121.6,45.0,MOP
Rice,Sandy,107.4,80.5,2.1,MOP
Soybean,Loamy,85.6,39.4,13.7,NPK 10-26-26
Onion,Black,24.3,34.2,9.6,NPK 20-20-20
Tomato,Desert,71.6,48.2,100.9,Organic Compost
Soybean,Alluvial,76.6,42.6,80.0,Organic Compost
Wheat,Laterite,27.1,41.8,96.2,Urea
Cotton,Laterite,10.2,96.2,75.5,Urea
Onion,Loamy,139.2,33.8,103.9,DAP
Potato,Laterite,102.4,133.8,105.8,Organic Compost
Banana,Loamy,30.4,86.8,56.4,Urea
Onion,Alluvial,129.5,11.0,46.1,NPK 10-26-26
Millets,Laterite,27.3,103.1,31.5,Urea
Soybean,Black,41.7,89.9,29.3,Urea
Sugarcane,Laterite,27.6,33.6,73.8,Urea
Cotton,Loamy,113.8,6.4,55.1,DAP
Sugarcane,Red,61.9,79.3,81.9,Urea
Banana,Alluvial,64.4,106.1,63.7,Urea
Chickpea,Loamy,65.1,11.0,88.7,DAP
Millets,Alluvial,29.0,8.6,79.8,MOP
Mustard,Black,136.6,31.7,69.3,DAP
Millets,Laterite,41.8,116.8,80.4,Urea
Tomato,Desert,139.7,70.7,21.9,MOP
Millets,Laterite,80.1,59.1,81.4,Organic Compost
Tomato,Red,117.3,55.1,79.9,Organic Compost
Millets,Clay,8.1,99.8,102.4,Urea
Chickpea,Loamy,137.7,113.8,129.9,Organic Compost
Banana,Loamy,130.9,87.3,21.1,MOP
Banana,Alluvial,103.0,70.2,112.0,Organic Compost
Groundnut,Alluvial,18.6,98.8,44.9,Urea
Maize,Alluvial,63.2,81.3,118.6,Urea
Banana,Laterite,136.1,72.9,5.8,MOP
Chickpea,Red,137.9,14.8,61.7,DAP
Onion,Laterite,100.2,32.4,120.3,DAP
Banana,Loamy,116.8,18.1,134.5,DAP
Banana,Red,26.2,111.1,42.7,Urea
Millets,Black,42.5,11.3,120.5,DAP
Millets,Desert,137.9,67.3,9.4,MOP
Potato,Laterite,27.2,76.4,51.7,Urea
Tomato,Laterite,127.3,42.0,31.2,MOP
Cotton,Alluvial,131.7,123.2,65.9,Organic Compost
Soybean,Alluvial,26.7,32.5,65.8,Urea
Wheat,Sandy,41.5,59.4,17.2,MOP
Mustard,Alluvial,99.0,56.3,80.8,Organic Compost
Onion,Laterite,55.3,101.1,30.6,MOP
Banana,Alluvial,14.7,82.2,80.5,Urea
Chickpea,Clay,12.9,125.3,68.8,Urea
Millets,Laterite,97.9,105.6,94.3,Organic Compost
Wheat,Loamy,110.5,122.0,54.9,Organic Compost
Maize,Laterite,73.8,85.5,15.1,MOP
Potato,Black,135.8,71.1,7.6,MOP
Onion,Clay,92.1,21.7,4.6,NPK 10-26-26
Groundnut,Red,61.3,102.8,17.5,MOP
Maize,Alluvial,48.7,127.7,96.1,Urea
Cotton,Black,41.1,125.4,104.6,Urea
Tomato,Black,130.0,113.1,33.5,MOP
Millets,Laterite,82.3,52.5,29.4,MOP
Rice,Sandy,61.9,68.1,7.1,MOP
Rice,Clay,82.8,128.9,100.3,Organic Compost
Millets,Laterite,24.3,127.7,92.3,Urea
Rice,Loamy,63.6,18.9,55.7,DAP
Rice,Desert,116.1,71.8,62.7,Organic Compost
Cotton,Sandy,103.7,73.5,120.7,Organic Compost
Wheat,Desert,98.0,1.9,98.8,DAP
Groundnut,Sandy,42.1,29.7,87.9,Urea
Chickpea,Alluvial,115.1,37.3,86.5,DAP
Cotton,Alluvial,139.6,62.7,28.7,MOP
Wheat,Loamy,0.4,42.0,75.1,Urea
Rice,Red,56.5,31.0,41.0,NPK 20-20-20
Banana,Red,39.1,41.8,85.8,Urea
Millets,Laterite,88.5,90.0,1.8,MOP
Banana,Black,116.1,38.6,44.4,NPK 10-26-26
Mustard,Loamy,113.5,54.3,39.4,MOP
Potato,Sandy,139.0,86.6,68.7,Organic Compost
Millets,Desert,95.9,23.1,64.4,DAP
Banana,Black,102.5,91.0,32.7,MOP
Cotton,Desert,37.2,61.9,125.3,Urea
Tomato,Desert,28.1,101.4,83.9,Urea
Chickpea,Sandy,3.4,32.3,36.6,NPK 20-20-20
Banana,Alluvial,49.4,30.6,18.6,NPK 20-20-20
Millets,Clay,13.3,101.5,7.6,Urea
Potato,Laterite,53.5,76.4,98.4,Urea
Groundnut,Black,115.1,23.1,111.8,DAP
Tomato,Red,44.0,51.9,82.8,Urea
Banana,Red,131.9,28.7,15.8,NPK 10-26-26
Banana,Desert,67.9,112.0,66.2,Urea
Wheat,Clay,96.1,86.2,72.5,Organic Compost
Tomato,Loamy,47.2,123.5,92.4,Urea
Potato,Sandy,48.8,58.9,27.4,MOP
Rice,Sandy,115.4,44.4,139.4,Organic Compost
Mustard,Red,134.5,91.7,130.7,Organic Compost
Potato,Black,54.7,120.2,68.5,Urea
Onion,Black,56.0,117.5,131.7,Urea
Rice,Black,3.3,17.8,117.0,Urea
Chickpea,Red,108.6,111.1,50.7,Organic Compost
Sugarcane,Laterite,36.6,126.0,21.4,Urea
Banana,Loamy,128.1,25.0,54.5,DAP
Mustard,Clay,122.1,39.3,86.5,DAP
Sugarcane,Red,72.8,100.1,72.6,Urea
Maize,Clay,136.9,50.8,118.9,Organic Compost
Maize,Red,98.7,131.4,103.6,NPK 20-20-20
Potato,Black,86.5,4.0,16.8,NPK 10-26-26
Onion,Desert,134.1,58.1,115.0,MOP
Mustard,Clay,120.3,50.7,43.3,MOP
Millets,Clay,83.7,61.1,127.7,Organic Compost
Cotton,Laterite,69.5,13.8,113.5,DAP
Millets,Red,43.4,35.3,24.3,NPK 20-20-20
Soybean,Clay,60.7,15.4,19.5,NPK 10-26-26
Maize,Black,48.7,134.0,81.4,Urea
Millets,Alluvial,46.3,125.4,113.5,Urea
Millets,Loamy,37.7,82.0,7.1,MOP
Banana,Loamy,0.3,32.5,21.3,NPK 20-20-20
Onion,Clay,132.6,23.1,32.4,NPK 10-26-26
Rice,Black,103.8,12.0,90.8,DAP
Rice,Sandy,72.7,25.0,56.3,DAP
Potato,Desert,67.3,21.2,77.7,DAP
Groundnut,Desert,116.8,18.0,82.4,DAP
Rice,Red,87.7,64.8,67.5,Organic Compost
Sugarcane,Loamy,99.4,63.3,101.2,Organic Compost
Tomato,Sandy,36.8,75.8,65.5,Urea
Millets,Alluvial,71.4,1.4,54.6,DAP
Tomato,Sandy,138.2,120.1,136.5,Organic Compost
Rice,Alluvial,39.5,41.6,9.9,Urea
Rice,Desert,84.7,124.7,100.0,Organic Compost
Groundnut,Black,134.2,96.9,49.6,Organic Compost
Banana,Clay,112.3,76.0,140.0,Organic Compost
Groundnut,Desert,88.2,103.1,128.4,Organic Compost
Mustard,Red,121.4,75.6,6.3,MOP
Chickpea,Laterite,75.1,57.6,9.0,MOP
Soybean,Clay,32.8,87.9,75.9,Urea
Groundnut,Red,53.7,123.2,131.8,Urea
Maize,Alluvial,84.1,58.5,68.9,Organic Compost
Maize,Sandy,42.6,125.0,59.0,Urea
Groundnut,Desert,50.1,11.6,21.7,NPK 20-20-20
Potato,Loamy,74.8,11.5,23.0,NPK 10-26-26
Soybean,Laterite,52.7,70.4,102.7,Urea
Millets,Loamy,78.1,28.1,84.6,DAP
Mustard,Sandy,63.3,81.4,120.8,Organic Compost
Soybean,Alluvial,124.8,51.1,56.9,Organic Compost
